rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/dracula_dead_and_loving_it,Shannon J. Harvey,False,Sunday Times (Australia),Rotten,0/5,2003-02-04,
m/dracula_dead_and_loving_it,Janet Maslin,True,New York Times,Fresh,3/5,2003-05-20,Slight but amusing.
m/dracula_dead_and_loving_it,Michael Szymanski,False,Zap2it.com,Rotten,1/5,2003-06-02,
m/dracula_dead_and_loving_it,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,3/5,2003-08-13,"A few bright spots, but not anywhere near Brooks' Young Frankenstein."
m/dracula_dead_and_loving_it,Carol Cling,False,Las Vegas Review-Journal,Rotten,1/5,2003-08-22,
m/dracula_dead_and_loving_it,Dragan Antulov,False,rec.arts.movies.reviews,Rotten,2/10,2003-09-15,There isn't any sight sadder than the old champion being unaware that his time has passed away.
m/dracula_dead_and_loving_it,John J. Puccio,False,Movie Metropolis,Rotten,5/10,2004-06-29,Brooks spends so much time retelling the old Stoker legend that he hasn't enough time left for the necessary gags.
m/dracula_dead_and_loving_it,Jon Niccum,False,Lawrence Journal-World,Rotten,1/5,2004-07-23,
m/dracula_dead_and_loving_it,Mike McGranaghan,False,Aisle Seat,Rotten,1/5,2004-11-02,
m/dracula_dead_and_loving_it,Kevin Carr,False,7M Pictures,Rotten,1/5,2004-11-02,Another Mel Brooks stinker late in his career.
m/dracula_dead_and_loving_it,Greg Maki,False,"Star-Democrat (Easton, MD)",Rotten,2/5,2005-01-24,
m/dracula_dead_and_loving_it,Emanuel Levy,False,EmanuelLevy.Com,Rotten,1/5,2005-06-13,
m/dracula_dead_and_loving_it,Laura Clifford,False,Reeling Reviews,Rotten,2/5,2005-08-30,
m/dracula_dead_and_loving_it,John Wirt,False,"Advocate (Baton Rouge, LA)",Rotten,1/5,2005-10-21,This Dracula spoof belongs dead.
m/dracula_dead_and_loving_it,,True,Time Out,Rotten,,2006-01-26,"Brooks, as Van Helsing, is one of the more successful aspects, but he hasn't imbued in his stock company a similar ability to rise above their underwritten roles."
m/dracula_dead_and_loving_it,Chuck O'Leary,False,FulvueDrive-in.com,Rotten,1/5,2007-05-07,
m/dracula_dead_and_loving_it,Joe Leydon,True,Variety,Rotten,,2009-03-26,"The only real sparks are set off by MacNicol as Renfield, the solicitor who develops a taste for flies and spiders after being bitten by Dracula."
m/dracula_dead_and_loving_it,,False,TV Guide,Rotten,1.5/4,2009-10-20,"A few effective gags emerge from this hectic concoction of unfunny pratfalls, juvenile mugging and tedious enema jokes."
m/dracula_dead_and_loving_it,Jonathan Rosenbaum,True,Chicago Reader,Rotten,,2009-10-20,Either this is the lamest Mel Brooks comedy ever or it's too close to other contenders to make much difference.
m/dracula_dead_and_loving_it,Felix Vasquez Jr.,False,Cinema Crazed,Fresh,,2013-10-16,A very above par and often funny satire of a horror classic.
m/dracula_has_risen_from_the_grave,Carol Cling,False,Las Vegas Review-Journal,Fresh,4/5,2003-12-05,
m/dracula_has_risen_from_the_grave,Eric Henderson,False,Slant Magazine,Fresh,3/4,2004-05-04,"For starters, Lee's eyes are frequently and unnervingly bloodshot whenever his sexual drive begins to rev into gear."
m/dracula_has_risen_from_the_grave,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,3/5,2004-08-18,"It has a nice look, but it's nothing new."
m/dracula_has_risen_from_the_grave,Nick Schager,False,Lessons of Darkness,Fresh,B,2005-05-03,There's just not enough of Lee's Dracula.
m/dracula_has_risen_from_the_grave,Emanuel Levy,False,EmanuelLevy.Com,Rotten,2/5,2005-08-08,
m/dracula_has_risen_from_the_grave,Alan Simpson,False,Sex Gore Mutants,Fresh,5/5,2005-08-10,
m/dracula_has_risen_from_the_grave,,True,Time Out,Rotten,,2006-01-26,"Freddie Francis creates some admirable atmosphere and tension in the first half-hour, but ultimately reduces the film to an inconsequential splurge of arbitrary religious and sexual motifs."
m/dracula_has_risen_from_the_grave,Steve Crum,False,Dispatch-Tribune Newspapers,Fresh,3/5,2006-12-08,Another Hammer/Christopher Lee horror goodie.
m/dracula_has_risen_from_the_grave,Jeffrey M. Anderson,False,Combustible Celluloid,Fresh,3/4,2007-06-23,It's more camp than anything else; it's destined to provide more laughs at parties than thrills alone.
m/dracula_has_risen_from_the_grave,Lucius Gore,False,ESplatter,Fresh,3.5/4,2008-06-18,"It's still a very solid Hammer Dracula film, but the slow, downward spiral away from quality would continue with the next entry in the series ..."
m/dracula_has_risen_from_the_grave,Steve Biodrowski,False,Cinefantastique,Fresh,,2008-07-04,"... former cinematographer Freddie Francis does a spectacular job in the director's chair, milking every scene for maximum visual impact ..."
m/dracula_has_risen_from_the_grave,Tim Brayton,False,Antagony & Ecstasy,Fresh,7/10,2008-10-12,"The film props itself up mostly on [director] Francis's often-thrilling visual sense, and the visceral impact of the first and final scenes."
m/dracula_has_risen_from_the_grave,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Rotten,C,2010-10-04,"This was the fourth of the Hammer Dracula films, and it's a bore."
m/dracula_has_risen_from_the_grave,Cole Smithey,False,ColeSmithey.com,Fresh,B+,2010-11-07,Christopher Lee's death-by-crucifix ending stands as one of the most iconic gothic images ever recorded in cinematic vampire lore.
m/dracula_has_risen_from_the_grave,Matt Brunson,False,Creative Loafing,Fresh,2.5/4,2015-10-10,"The film interestingly makes its young heroic lead an atheist rather than the usual follower of Christ, but some script deficiencies hamper the overall project."
m/dracula_ii_ascension,Christopher Null,False,Filmcritic.com,Rotten,1.5/5,2003-06-24,
m/dracula_ii_ascension,John J. Puccio,False,Movie Metropolis,Rotten,3/10,2003-07-06,"The ending leaves open the way to yet another sequel... Now, that's scary."
m/dracula_ii_ascension,Walter Chaw,False,Film Freak Central,Rotten,1.5/4,2003-07-21,"The only use for reviews of disposable, interchangeable garbage is to offer puerile consumer reports information."
m/dracula_ii_ascension,Scott Weinberg,False,eFilmCritic.com,Rotten,2/5,2004-04-06,One is asked to withstand a whole lot of high-tech jibber-jabber delivered by blank-faced performers before you get to the good stuff.
m/dracula_ii_ascension,Frank Swietek,False,One Guy's Opinion,Rotten,1/5,2004-08-11,
m/dracula_ii_ascension,Emanuel Levy,False,EmanuelLevy.Com,Rotten,2/5,2005-08-12,
m/dracula_ii_ascension,Felix Vasquez Jr.,False,Cinema Crazed,Rotten,,2009-04-29,This second film has no characters to root for and the main pivotal characters are too bland to even care about.
m/dracula_untold,James Mottram,False,The List,Rotten,2/5,2014-09-30,The cast sink their teeth in but the resulting film is surprisingly bloodless.
m/dracula_untold,Kim Newman,False,Screen International,Rotten,,2014-09-30,"There have been rumbles of the creation of a Universal Monsters universe on the model of Disney-Marvel's cinematic universe, but Dracula Untold would not seem to be a solid ground to start this project."
m/dracula_untold,Matthew Pejkovic,False,Matt's Movie Reviews,Rotten,2.5/5,2014-09-30,"Lacks passion and personality, trying to straddle the line between comic-book action and gothic horror yet failing to be effective at either one."
m/dracula_untold,Margaret Pomeranz,False,At the Movies (Australia),Rotten,2.5/5,2014-10-01,"It's pretty ludicrous and silly and I found the dialogue was so clichéd and some of the shots as well. However, I think Luke Evans is a really charismatic performer."
m/dracula_untold,David Stratton,False,At the Movies (Australia),Rotten,2/5,2014-10-01,"The main crime committed by the film is that it isn't scary and it isn't suspenseful; despite all the blood and gore and clever make-up, it's resolutely unengaging."
m/dracula_untold,Stefan Pape,False,HeyUGuys,Fresh,3/5,2014-10-01,"Breathes new life into an otherwise tired stomping ground, taking this story back hundreds of years and delving into the unknown origin story of the innovator himself, Mr. Dracula."
m/dracula_untold,Scott Foundas,True,Variety,Rotten,,2014-10-01,This dull origin story about history's most famous vampire suggests some tales are indeed best left untold.
m/dracula_untold,Mike McCahill,True,Guardian,Rotten,2/5,2014-10-02,This cursory reboot adopts the mirth-free mythology tactic beloved of modern superhero ventures.
m/dracula_untold,Thomas Derwin,False,FILMINK (Australia),Rotten,,2014-10-02,"On this occasion, the prefix aligns much more scrupulously on adjectives like unoriginal, uninvolving, and uninspired."
m/dracula_untold,Jake Wilson,True,Sydney Morning Herald,Rotten,2/5,2014-10-02,"This half-hearted effort to launch a new action-horror franchise... suggests someone must have looked at every previous version of the material and thought: ""You know what? Dracula needs to be more likeable""."
m/dracula_untold,Leigh Paatsch,False,Herald Sun (Australia),Rotten,2.5/5,2014-10-02,"Most vampire movies are up for a little camp. By comparison, Dracula Untold erects a complete tent city."
m/dracula_untold,Frank Scheck,True,Hollywood Reporter,Rotten,,2014-10-02,"Much like the recent, widely reviled I, Frankenstein, this misconceived project mainly signals a need to go back to the drawing board."
m/dracula_untold,Kim Newman,False,Empire Magazine,Rotten,2/5,2014-10-02,"Armour-clanging, cloak-swishing tosh with okay battles, terrible dialogue and sadly little horror or heroism."
m/dracula_untold,Elliott Noble,False,Sky Cinema,Fresh,3/5,2014-10-02,Shore eventually delivers the blood and thunder we've been waiting for.
m/dracula_untold,Tim Robey,True,Daily Telegraph (UK),Fresh,3/5,2014-10-02,The surprise? It's really not so bad.
m/dracula_untold,David Edwards,False,Daily Record (UK),Rotten,3/5,2014-10-03,"Oh for the days when a vampire had fetid breath, feasted on virgins and could turn into a bat to terrorise villagers from his castle."
m/dracula_untold,Geoffrey Macnab,True,Independent (UK),Fresh,3/5,2014-10-03,"This is a rousing Gothic bloodcurdler with all the trimmings: impalings, sword fights, swarms of bats, punctured necks, remote Transylvanian landscapes, non-stop spectacle and occasionally very ropy CGI."
m/dracula_untold,Doug Whelan,False,Irish Independent,Rotten,3/5,2014-10-03,"Evans handles the dramatic scenes as well as he does the action later on, but ultimately this is a story nobody asked to be told."
m/dracula_untold,Charlotte O'Sullivan,True,London Evening Standard,Fresh,3/5,2014-10-03,While we're waiting for the next batch of monster make-overs - we're surely only one step away from Leatherface in Love - there's quite a bit to enjoy here.
m/dracula_untold,Brian Viner,False,Daily Mail (UK),Fresh,3/5,2014-10-03,"Dracula Untold is utter hokum, of course, but debut director Gary Shore nurses it along with a certain style and even occasional flashes of wit."
m/dracula_untold,David Aldridge,False,Radio Times,Rotten,2/5,2014-10-03,"Mildly entertaining without offering any great quality, the movie is a half-decent action showcase for the talented Evans, the fight scenes are OK, and there is enough cheese and ham to fill a tasty sandwich."
m/dracula_untold,Ben Rawson-Jones,False,Digital Spy,Fresh,4/5,2014-10-03,"The market has been saturated with vampires in recent years, but fortunately Dracula Untold - an origins story that will hopefully lead to future outings - doesn't feel stale."
m/dracula_untold,Jim Schembri,False,3AW,Rotten,1/5,2014-10-04,Dracula Untold should have remained so.
m/dracula_untold,Ed Whitfield,False,The Ooh Tray,Rotten,,2014-10-04,The ground it covers was trod at greater speed and with more style in the prologue to Francis Ford Coppola's 1992 movie.
m/dracula_untold,MaryAnn Johanson,False,Flick Filosopher,Fresh,,2014-10-04,"A solid action fantasy more elemental and visceral than I expected, thanks to the potent presence of Luke Evans."
m/dracula_untold,Donald Clarke,False,Irish Times,Rotten,2/5,2014-10-05,It may work for Game of Thrones addicts as a sort of cinematic methadone until the proper heroin returns next year. Can we even call that faint praise?
m/dracula_untold,Jason Best,False,Movie Talk,Rotten,,2014-10-05,"The bloodless action scenes may give undemanding fantasy fans a thrill, but off the battlefield the dialogue clangs and clunks."
m/dracula_untold,Alan Scherstuhl,True,Village Voice,Rotten,,2014-10-07,"And so it was, and so it was dull, the greatest villain in all cinema bitten on the neck and drained of his hottest blood."
m/dracula_untold,Sarah Dobbs,False,SFX Magazine,Rotten,2/5,2014-10-07,"This story, which paints Dracula as a romantic hero, may not have been told before, but there's a reason for that: it doesn't really make any sense."
m/dracula_untold,Fred Topel,False,Nuke the Fridge,Rotten,,2014-10-08,This untold story basically amounts to Vlad signed a contract with a return policy but ended up stuck with the bill... Perhaps a better name for the film would be The Three Days of the Vampire.
m/dracula_untold,Matthew Lickona,True,San Diego Reader,Fresh,2/5,2014-10-08,"Don't go looking for horror, gore, or vampiric sexytimes; this here is an old-fashioned tragedy that just happens to involve a guy who can turn into a cloud of bats."
m/dracula_untold,Ed Gonzalez,False,Slant Magazine,Rotten,1/4,2014-10-08,"It's a story arc that wouldn't be out of place on Game of Thrones, except it lacks for the HBO program's dense and surprising dramatic reflexes."
m/dracula_untold,Staci Layne Wilson,False,Dread Central,Fresh,3.5/5,2014-10-08,"But if you're looking for just a quick, fun, and forgettable vampire bite, then Dracula Untold doesn't disappoint."
m/dracula_untold,Kyle Anderson,True,Entertainment Weekly,Rotten,C,2014-10-08,It works neither as a sweeping historical epic nor as an action-horror hybrid.
m/dracula_untold,Roger Moore,False,Tribune News Service,Rotten,2/4,2014-10-08,Not as bad as you might think.
m/dracula_untold,James Berardinelli,True,ReelViews,Rotten,2/4,2014-10-09,A generic vampire tale in the Underworld vein that comes closer to the infamous Van Helsing than a memorable re-interpretation of a legendary monster.
m/dracula_untold,Rick Bentley,False,Fresno Bee,Rotten,C,2014-10-09,"Dracula Untold is entertaining, just not memorable. It eventually will become the kind of heavily repeated feature film that cable channels use to fill weekend afternoons when there's nothing original to air."
m/dracula_untold,Ben Kenigsberg,True,New York Times,Rotten,,2014-10-09,The movie is the latest multiplex filler to co-opt a classic tale only to drown it in computer-generated murk. Even the title has the ring of something created by committee.
m/dracula_untold,Peter Keough,True,Boston Globe,Rotten,,2014-10-09,"It's not so much untold as rewritten - if not by J.R.R. Tolkien than by some clever 12-year-old overstimulated by ""The Lord of the Rings."""
m/dracula_untold,Sean O'Connell,False,CinemaBlend,Rotten,2/5,2014-10-09,I don't want what Dracula Untold is selling.
m/dracula_untold,Peter Howell,True,Toronto Star,Rotten,2/4,2014-10-09,Whatever possessed the makers of Dracula Untold to think we'd be interested in a tragically unhip romance that backstories the infamous bloodsucker?
m/dracula_untold,Marsha McCreadie,False,Film Journal International,Rotten,,2014-10-09,"But for a walk on the wild side with a dangerous rake, look elsewhere. As one of the characters in the film says, the world (at least the movie world) doesn't need a hero, it needs a monster. Got that right."
m/dracula_untold,Laura Clifford,False,Reeling Reviews,Fresh,,2014-10-09,Director Gary Shore and screenwriters Matt Sazama and Burk Sharpless meld history with mythology for an entertainingly cheesy period fantasy adventure cum origin film grounded by a committed performance by Luke Evans as Lord Impaler.
m/dracula_untold,Brian Truitt,True,USA Today,Rotten,2/4,2014-10-09,At times Dracula Untold flirts with dullness so much that it might as well just stick a stake in the heart of Bram Stoker's legacy.
m/dracula_untold,Bill Gibron,False,Film Racket,Rotten,1/5,2014-10-09,"excruciatingly dull, really nothing more than a setup followed by a series of CG battle scenes"
m/dracula_untold,Graham Killeen,False,Milwaukee Journal Sentinel,Fresh,2.5/4,2014-10-09,"""Dracula Untold"" tries to be the ""Lord of the Rings"" of horror movies. Surprisingly, it mostly succeeds."
m/dracula_untold,Matt Donato,False,We Got This Covered,Fresh,6/10,2014-10-09,"Dracula Untold is exactly the monster you'd expect, trading horror for medieval action in the most acceptably mainstream way, which is not always a bad thing."
m/dracula_untold,Kyle Smith,True,New York Post,Rotten,1.5/4,2014-10-09,This Vlad the Impaler has all the edge of Vlasic the pickle.
m/dracula_untold,Chris Knight,False,National Post,Rotten,2/4,2014-10-09,"Honestly, there are plot holes in this movie you could drive a stake through."
m/dracula_untold,Jon Niccum,False,Kansas City Star,Fresh,2.5/4,2014-10-09,"Its best facet (or worst, depending on perspective) is its departure from the iconic vampire flicks of the past. ""Dracula Untold"" has about as much to do with Bela Lugosi's ""Dracula"" as ""The Wolf of Wall Street"" does with ""The Wolf Man."""
m/dracula_untold,Josh Bell,False,Las Vegas Weekly,Rotten,1.5/5,2014-10-09,"A generic medieval action epic on a tight budget, filled with garish CGI clutter and ironically bloodless violence."
m/dracula_untold,Matt Prigge,False,Metro,Rotten,2/5,2014-10-09,"A bit where a Turkish emissary actually does a Columbo - complete with a finger point as he says, 'Just one more thing' - seems to have been included by accident."
m/dracula_untold,Kevin C. Johnson,True,St. Louis Post-Dispatch,Rotten,1.5/4,2014-10-09,"""Dracula Untold"" feels longer than its 95-minute running time."
m/dracula_untold,Jordan Hoffman,True,New York Daily News,Rotten,2/5,2014-10-09,"The weapons, Turkish helmets and Romanian interiors are all gorgeous. If only the rest of this ""Lord of the Rings"" wanna-be were at the same level."
m/dracula_untold,Marc Savlov,False,Austin Chronicle,Rotten,1.5/5,2014-10-09,This is yet another unnecessary updating of Dracula (this time for the millennial generation) shot through with some rather impressive CGI battle sequences and little else.
m/dracula_untold,Jason Zingale,False,Bullz-Eye.com,Rotten,2/5,2014-10-09,"There's a good reason this part of the Dracula lore remained untold, and it should've stayed that way."
m/dracula_untold,Michael O'Sullivan,True,Washington Post,Rotten,1.5/4,2014-10-09,"The film's problems aren't limited to liberal cadging from comic books. In fact, that's precisely what's best about the film, which occasionally boasts gorgeous visuals. But the movie doesn't know when to stop stealing."
m/dracula_untold,Chris Bumbray,False,JoBlo's Movie Network,Fresh,6/10,2014-10-09,"Schlocky, low-rent fun."
m/dracula_untold,Mick LaSalle,True,San Francisco Chronicle,Rotten,2/4,2014-10-09,Here we have a vampire movie that brings together elements from other more popular movies.
m/dracula_untold,Bilge Ebiri,True,New York Magazine/Vulture,Fresh,,2014-10-09,"I don't want to oversell this film. But in an era in which we've seen a lot of failed attempts to reinvent classic fantasy tales as CGI-action spectacles, it feels remarkably assured."
m/dracula_untold,A.A. Dowd,True,AV Club,Rotten,C,2014-10-09,Neither the Dracula we need nor the one we deserve.
m/dracula_untold,Moira MacDonald,True,Seattle Times,Rotten,2/4,2014-10-09,It falls into that far-too-large category of studio offerings that aren't good enough to be noteworthy or terrible enough to be truly entertaining.
m/dracula_untold,Stephen Whitty,True,Newark Star-Ledger,Rotten,1/4,2014-10-09,"If this Dracula can kill hundreds of enemies by himself - and he can, and does, in several dull and protracted battle scenes - then where's the suspense? If he's become a monster for noble reasons, then where's the dark conflict?"
m/dracula_untold,Luke Y. Thompson,False,The Robot's Voice,Rotten,,2014-10-10,"Universal, please just stop now. 3D convert the old ones if you must. But nobody wants the Justice League of CG-Heavy Semi-Monsters"
m/dracula_untold,Wesley Morris,True,Grantland,Rotten,,2014-10-10,"Most of the time, I found myself feeling like I was waiting for a turn with the gaming controls."
m/dracula_untold,Kevin Carr,False,Fat Guys at the Movies,Fresh,3/5,2014-10-10,"Even if Dracula Untold isn't the greatest version of the Dracula legend, I welcome it as a reboot of this shared universe from the 1940s."
m/dracula_untold,Mal Vincent,False,The Virginian-Pilot,Fresh,2.5/4,2014-10-10,"The filmmakers and writers have messed with the bloodsucking legend, supplying stunning visuals but not much bite."
m/dracula_untold,Rebecca Murray,False,Showbiz Junkies,Rotten,C+,2014-10-10,"Dracula Untold feels like a whitewashed version of Dracula, - any real bloodshed (despite the numerous battles) and menace."
m/dracula_untold,James Verniere,False,Boston Herald,Rotten,D,2014-10-10,This is how Universal treats the monster that saved the studio? Corporate swill.
m/dracula_untold,Kofi Outlaw,False,Screen Rant,Fresh,2.5/5,2014-10-10,"Dracula Untold is not a masterful or deep re-introduction to the franchise; but as genre fare, it's relatively fun in its depiction of the monster in a different light."
m/dracula_untold,Victoria Alexander,False,Las Vegas Informer,Fresh,,2014-10-10,"Luke Evans puts sexual energy and masculinity into the legend. It's dark, moody and I'm ready for the sequel."
m/dracula_untold,Daniel M. Kimmel,False,North Shore Movies,Rotten,2.5/5,2014-10-10,"Dracula Untold-and even the title makes no sense-seems to be saying, ""This is just the prologue; the next film is going to be great."" Maybe it will be."
m/dracula_untold,John Beifuss,False,"Commercial Appeal (Memphis, TN)",Rotten,2/4,2014-10-10,"This Vlad is not just an impaler but a hugger, at least when his young son is around. He is 'endearing,' according to his beautiful wife, citing a quality rarely if ever attributed to Bela Lugosi or Christopher Lee."
m/dracula_untold,Neil Pond,False,American Profile,Rotten,2.5/5,2014-10-10,"Never finds the right tone-be it frightful, funny, funky, horrifying, shocking or sexy-that viewers would expect from a modern flick about the most neck-fetish-ed, nocturnal daddy-o of them all."
m/dracula_untold,Katherine Monk,False,Canada.com,Rotten,2.5/5,2014-10-10,Forget everything you read in those lying history books. Turns out Vlad the Impaler was a nice guy after all.
m/dracula_untold,Jeffrey M. Anderson,False,Common Sense Media,Rotten,2/5,2014-10-10,It may be the dullest Dracula movie yet made.
m/dracula_untold,Vincent Mancini,False,FilmDrunk,Rotten,D,2014-10-10,The fight choreography in Dracula Untold looks about as coherent as if you'd driven by the set at 40 mph and chucked the camera out the window.
m/dracula_untold,Simon Abrams,True,RogerEbert.com,Fresh,2.5/4,2014-10-10,"If you can selectively ignore this litany of inanity, you may find some substantial earthy pleasures in ""Dracula Untold."""
m/dracula_untold,Teddy Durgin,False,Screen It!,Rotten,,2014-10-10,"Has some teeth, but it has little bite. (Full Content Review for Parents also Available)"
m/dracula_untold,Bill Clark,False,FromTheBalcony,Rotten,C-,2014-10-10,A reheated mishmash of ideas that is decent when neck-deep in violence and cringe-worthy when fumbling its way through endless exposition.
m/dracula_untold,David Hiltbrand,True,Philadelphia Inquirer,Rotten,2.5/4,2014-10-10,"The idea is to humanize one of the most fearful monsters in the Western crypt. But Dracula Untold goes way overboard, past domestication and into canonization."
m/dracula_untold,William Bibbiani,False,CraveOnline,Rotten,4.5/10,2014-10-10,"This is a callous cash-in on popular trends that just happens to have Dracula in it, a studio note that made it all the way to the big screen before anyone figured out how to do it right."
m/dracula_untold,Mark Dujsik,False,Mark Reviews Movies,Rotten,2/4,2014-10-10,[W]hat we get is an overly familiar Dracula movie that lacks a distinguishing personality.
m/dracula_untold,James Mottram,False,Total Film,Rotten,2/5,2014-10-11,Toothless.
m/dracula_untold,Brian Orndorf,False,Blu-ray.com,Rotten,C,2014-10-11,Critical miscasting in the lead roles does more to damage Dracula Untold than sunlight and silver combined.
m/dracula_untold,Adam Fendelman,False,HollywoodChicago.com,Rotten,2/5,2014-10-11,"""Dracula Untold"" is an artificial glorification lacking reason for the retelling. Even Dracula's wife outshines him in her supporting role."
m/dracula_untold,Nick Rogers,False,The Film Yap,Rotten,1.5/5,2014-10-11,"The fleeting moments of wit, subtlety, inventiveness and visual flair only clear the low bar of making this slightly more tolerable than ""I, Frankenstein"" -which similarly defiled a classic character in the futile hope for a fertile franchise."
m/dracula_untold,Travis Hopson,False,Examiner.com,Fresh,3/5,2014-10-11,"It's the Marvel-ization of Dracula in a PG-13, multiplex-ready package, but in exploring the myth of Vlad the Impaler the film offers plenty to sink your fangs into."
m/dracula_untold,Matt Brunson,False,Creative Loafing,Rotten,1.5/4,2014-10-11,Batman begins.
m/dracula_untold,Colin Biggs,False,Movie Mezzanine,Rotten,D+,2014-10-12,"Dracula is an icon of monsters. A PG-13-rated film about him just seems wrong, but what's worse is that a film about Dracula goes to no lengths to make him interesting."
m/dracula_untold,Steve Newton,False,Georgia Straight,Rotten,2/5,2014-10-12,Dracula Untold is so patently ridiculous that it's hard to even fathom how it came to be.
m/dracula_untold,Tom Glasson,False,Concrete Playground,Rotten,1.5/5,2014-10-13,"Dracula Untold: a story that's been told many times before, and far far better."
m/dracula_untold,Scott Tobias,False,The Dissolve,Rotten,1.5/5,2014-10-13,"By throwing out the traditional vampire conflict, Dracula Untold loses its intrinsic (and prurient) appeal without gaining anything valuable in the process."
m/dracula_untold,Siobhan Synnot,False,Scotsman,Rotten,2/5,2014-10-13,"Luke Evans gives his Vlad the Impaler a brooding intensity, but this garbled origins idea is better left undead."
m/dracula_untold,Mark Ellis,False,Schmoes Know,Rotten,1.8/5,2014-10-14,"Universal is hoping this will be the dawn of a new age for their classic monster franchises...but after seeing ""Dracula Untold"", my guess is Frankenstein and the Mummy won't be returning calls anytime soon."
m/dracula_untold,Frank Swietek,False,One Guy's Opinion,Rotten,D,2014-10-14,An ungainly combination of comic-book history lesson with the tropes of both horror movies and superhero sagas.
m/dracula_untold,Susan Granger,False,SSG Syndicate,Rotten,5/10,2014-10-14,Is it damning with faint praise to say that this horror fantasy doesn't totally suck?
m/dracula_untold,Matthew Toomey,False,ABC Radio Brisbane,Rotten,,2014-10-15,"If you've grown tired of the vampire genre, it's hard to see this tale providing much in the way of reinvigoration."
m/dracula_untold,Aaron Yap,False,Flicks.co.nz,Rotten,1/5,2014-10-16,"Evans lacks the lasting charismatic presence for this kind of role, but works hard to ground every silly moment he's given with turbulent gravity."
m/dracula_untold,Richard Corliss,True,TIME Magazine,Fresh,,2014-10-16,[Evans] carries Untold by admirably fulfilling the two essential functions of a period-movie hero: to enunciate comic-book dialogue with Shakespearean authority and to look great with his shirt off.
m/dracula_untold,Tony Medley,False,Tolucan Times,Rotten,3/10,2014-10-17,There was a good reason why this story of Dracula was untold. It should have remained that way.
m/dracula_untold,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Rotten,2/5,2014-10-17,An orgy of CGI bat and battle stuff -- all of which is remarkably bloodless to hold tight to that PG-13 rating. It's all pretty tepid and mostly cartoonish.
m/dracula_untold,Bob Bloom,False,"Journal and Courier (Lafayette, IN)",Rotten,1/4,2014-10-19,"Basically, this ""Dracula"" needs to be buried in a cinematic coffin overladen with garlic and crucifixes."
m/dracula_untold,Kevin A. Ranson,False,MovieCrypt.com,Fresh,3/4,2014-10-23,"For those Dracula fans who've yearned for a bad-ass vampire laying waste to his enemies rather than talk them to death, this one's for you."
m/dracula_untold,Linda Cook,False,"Quad City Times (Davenport, IA)",Rotten,1/4,2014-11-09,This reboot is a bloodless shell of the original Bram Stoker tale.
m/dracula_untold,Brian Gibson,False,"Vue Weekly (Edmonton, Alberta)",Rotten,,2014-11-17,"Vlad's a super-monster. The plot gets jittery. Vlad's relationship with his sweet, fair, lovely wife remains sweetly, fairly, lovingly vapid. And into the 15th-century setting is tossed the modern trope of the father who'll do anything for his family."
m/dracula_untold,David Nusair,False,Reel Film Reviews,Rotten,2/4,2014-11-18,...another misguided contemporary update of a classic character.
m/dracula_untold,Dominick Suzanne-Mayer,False,Consequence of Sound,Rotten,D+,2015-01-09,"Dracula Untold is agreeably silly at points, but that hardly covers for the fact that much of the film's action is visually incomprehensible."
m/dracula_untold,Paul Chambers,False,Movie Chambers,Fresh,,2015-02-07,"""Dracula Untold"" is the story of how one man tried to save his homeland from an invading army. It's not about Bela Lugosi feasting on tender white necks in polite society. If you can get past this, then you might enjoy this origins story."
m/dracula_untold,Isaac Feldberg,False,We Got This Covered,Rotten,3/10,2015-02-09,"Toothless, poorly scripted and drowning in an overload of pointless CGI, Dracula Untold just plain sucks, both as a medieval epic and as the supposed launching pad for a new generation of movie monsters."
m/dracula_untold,Rob Gonsalves,False,eFilmCritic.com,Rotten,2/5,2015-07-14,It's just a bunch of nonexistent people getting knocked over by nonexistent bats.
m/dracula_untold,Nandini Ramnath,False,Scroll.in,Rotten,,2015-08-11,"It's a watchable, bloodless affair, its disinterest in the original tale's rich symbolism and erotic possibilities conveyed by the casting of the bland and workmanlike Evans."
m/dracula_untold,Scott Weinberg,False,TheHorrorShow,Rotten,,2015-08-23,"Might be worth seeing solely for the moment when Dracula says, ""I'm worth 1,000 boys and you know it."""
m/dracula_untold,Nathan Bartlebaugh,False,The Film Stage,Rotten,C,2016-02-26,"Neither Shore nor Evans can do much with Vlad's internal wrestling over good and evil, mostly because the writers have refused to define the struggle with a realistic psychology."
m/dracula_untold,Rebecca Pahle,False,The Mary Sue,Rotten,,2016-09-20,"It contains some interesting visuals, great sound editing, and a decent score by Game of Thrones' Ramin Djawadi. However, as a villain origin story, which it purports itself to be, Dracula Untold is an absolute failure."
m/dracula_untold,Padraic McKiernan,False,Sunday Independent (Ireland),Fresh,,2016-11-14,"It's not going to change your life but Dracula fans will surely find it delivers decent fang, sorry bang for your buck."
m/dracula_untold,Brooke Corso,False,"The Monitor (McAllen, TX)",Rotten,D,2017-08-17,I don't know what the untold part of the story was: that Dracula was a showboat who needed to stop Bogarting the field?
